message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just tried a trick! It was boring.","Bob","2025-02-17 20:26:50","other",0.75,"other",36
"I just tried travel! It was weird.","Charlie","2025-02-17 20:26:55","travel",0.44,"travel",34
"I just found JavaScript! It was boring.","Eve","2025-02-17 20:27:00","tech",0.1,"JavaScript",39
"I just found an app! It was boring.","Alice","2025-02-17 20:27:05","other",0.54,"other",35
"I just tried an app! It was weird.","Bob","2025-02-17 20:27:10","other",0.06,"other",34
"I just found a movie! It was exciting.","Bob","2025-02-17 20:27:15","entertainment",0.24,"movie",38
"I just loved travel! It was amazing.","Charlie","2025-02-17 20:27:20","travel",0.38,"travel",36
"I just loved a trick! It was boring.","Charlie","2025-02-17 20:27:25","other",0.79,"other",36
"I just saw Python! It was funny.","Bob","2025-02-17 20:27:30","tech",0.85,"Python",32
"I just loved an app! It was exciting.","Charlie","2025-02-17 20:27:35","other",0.07,"other",37
"I just loved a story! It was boring.","Eve","2025-02-17 20:27:40","other",0.36,"other",36
"I just shared travel! It was exciting.","Charlie","2025-02-17 20:27:45","travel",0.34,"travel",38
"I just saw a meme! It was exciting.","Eve","2025-02-17 20:27:50","humor",0.63,"meme",35
"I just found a movie! It was boring.","Bob","2025-02-17 20:27:55","entertainment",0.59,"movie",36
"I just saw Python! It was funny.","Alice","2025-02-17 20:28:00","tech",0.08,"Python",32
"I just found an app! It was amazing.","Eve","2025-02-17 20:28:05","other",0.87,"other",36
"I just tried a meme! It was funny.","Eve","2025-02-17 20:28:10","humor",0.61,"meme",34
"I just shared an app! It was weird.","Eve","2025-02-17 20:28:15","other",0.83,"other",35
"I just saw a meme! It was funny.","Charlie","2025-02-17 20:28:20","humor",0.05,"meme",32
"I just saw a meme! It was weird.","Alice","2025-02-17 20:28:25","humor",0.62,"meme",32
"I just loved travel! It was funny.","Bob","2025-02-17 20:28:30","travel",0.2,"travel",34
"I just shared recipe! It was boring.","Charlie","2025-02-17 20:28:35","food",0.47,"recipe",36
"I just shared recipe! It was boring.","Charlie","2025-02-17 20:28:35","food",0.47,"recipe",36
"I just found a meme! It was weird.","Eve","2025-02-17 20:28:40","humor",0.07,"meme",34
"I just tried a trick! It was weird.","Alice","2025-02-17 20:28:45","other",0.48,"other",35
"I just saw JavaScript! It was amazing.","Eve","2025-02-17 20:28:50","tech",0.04,"JavaScript",38
"I just loved a trick! It was boring.","Bob","2025-02-17 20:28:55","other",0.9,"other",36
"I just tried a story! It was weird.","Charlie","2025-02-17 20:29:00","other",0.14,"other",35
"I just saw a story! It was weird.","Charlie","2025-02-17 20:29:05","other",0.81,"other",33
"I just loved recipe! It was boring.","Alice","2025-02-17 20:29:10","food",0.91,"recipe",35
"I just found an app! It was funny.","Charlie","2025-02-17 20:29:15","other",0.54,"other",34
"I just loved a story! It was weird.","Bob","2025-02-17 20:29:20","other",0.58,"other",35
"I just loved travel! It was weird.","Bob","2025-02-17 20:29:25","travel",0.49,"travel",34
"I just loved game! It was funny.","Bob","2025-02-17 20:29:30","gaming",0.04,"game",32
"I just loved an app! It was boring.","Alice","2025-02-17 20:29:35","other",0.54,"other",35
"I just shared a trick! It was weird.","Alice","2025-02-17 20:29:40","other",0.64,"other",36
"I just saw a movie! It was weird.","Eve","2025-02-17 20:29:45","entertainment",0.66,"movie",33
"I just found a meme! It was funny.","Charlie","2025-02-17 20:29:50","humor",0.6,"meme",34
"I just tried Python! It was boring.","Charlie","2025-02-17 20:29:55","tech",0.35,"Python",35
"I just shared game! It was funny.","Bob","2025-02-17 20:30:00","gaming",0.46,"game",33
"I just tried recipe! It was weird.","Bob","2025-02-17 20:30:05","food",0.98,"recipe",34
"I just shared an app! It was boring.","Eve","2025-02-17 20:30:10","other",0.39,"other",36
"I just tried JavaScript! It was exciting.","Eve","2025-02-17 20:30:15","tech",0.08,"JavaScript",41
"I just shared Python! It was funny.","Alice","2025-02-17 20:30:20","tech",0.14,"Python",35
"I just found a trick! It was funny.","Charlie","2025-02-17 20:30:25","other",0.43,"other",35
"I just found a movie! It was amazing.","Charlie","2025-02-17 20:30:30","entertainment",0.37,"movie",37
"I just found recipe! It was amazing.","Bob","2025-02-17 20:30:35","food",0.84,"recipe",36
"I just saw JavaScript! It was funny.","Bob","2025-02-17 20:30:40","tech",0.2,"JavaScript",36
"I just tried a meme! It was boring.","Eve","2025-02-17 20:30:45","humor",0.28,"meme",35
"I just tried a story! It was amazing.","Eve","2025-02-17 20:30:50","other",0.07,"other",37
"I just shared game! It was amazing.","Eve","2025-02-17 20:30:55","gaming",0.01,"game",35
"I just tried a movie! It was exciting.","Charlie","2025-02-17 20:31:00","entertainment",0.47,"movie",38
"I just shared travel! It was boring.","Bob","2025-02-17 20:31:05","travel",0.02,"travel",36
"I just saw an app! It was amazing.","Alice","2025-02-17 20:31:10","other",0.31,"other",34
"I just shared travel! It was boring.","Alice","2025-02-17 20:31:15","travel",0.96,"travel",36
"I just tried a story! It was amazing.","Alice","2025-02-17 20:31:20","other",0.55,"other",37
"I just loved an app! It was boring.","Bob","2025-02-17 20:31:25","other",0.17,"other",35
"I just tried travel! It was weird.","Eve","2025-02-17 20:31:30","travel",0.22,"travel",34
"I just saw a meme! It was boring.","Eve","2025-02-17 20:31:35","humor",0.11,"meme",33
"I just shared an app! It was weird.","Bob","2025-02-17 20:31:40","other",0.53,"other",35
"I just found recipe! It was exciting.","Charlie","2025-02-17 20:31:45","food",0.28,"recipe",37
"I just shared a story! It was funny.","Bob","2025-02-17 20:31:50","other",0.89,"other",36
"I just found a meme! It was funny.","Alice","2025-02-17 20:31:55","humor",0.82,"meme",34
"I just found travel! It was weird.","Charlie","2025-02-17 20:32:00","travel",0.66,"travel",34
"I just saw game! It was amazing.","Charlie","2025-02-17 20:32:05","gaming",0.4,"game",32
"I just shared travel! It was boring.","Eve","2025-02-17 20:32:10","travel",0.58,"travel",36
"I just saw travel! It was funny.","Alice","2025-02-17 20:32:15","travel",0.0,"travel",32
"I just saw an app! It was exciting.","Bob","2025-02-17 20:32:20","other",0.72,"other",35
"I just loved recipe! It was weird.","Charlie","2025-02-17 20:32:25","food",0.39,"recipe",34
"I just tried a story! It was exciting.","Alice","2025-02-17 20:32:30","other",0.99,"other",38
"I just shared a trick! It was funny.","Charlie","2025-02-17 20:32:35","other",0.53,"other",36
"I just loved a meme! It was amazing.","Charlie","2025-02-17 20:32:40","humor",0.73,"meme",36
"I just loved a trick! It was weird.","Alice","2025-02-17 20:32:45","other",0.36,"other",35
"I just tried a trick! It was boring.","Alice","2025-02-17 20:32:50","other",0.08,"other",36
"I just loved a story! It was amazing.","Bob","2025-02-17 20:32:55","other",0.95,"other",37
"I just loved a meme! It was funny.","Alice","2025-02-17 20:33:00","humor",0.65,"meme",34
"I just tried Python! It was funny.","Charlie","2025-02-17 20:33:05","tech",0.57,"Python",34
"I just tried a trick! It was weird.","Charlie","2025-02-17 20:33:10","other",0.11,"other",35
"I just tried a meme! It was exciting.","Bob","2025-02-17 20:33:15","humor",0.09,"meme",37
"I just shared a story! It was funny.","Bob","2025-02-17 20:33:20","other",0.89,"other",36
"I just loved a story! It was exciting.","Bob","2025-02-17 20:33:25","other",0.62,"other",38
"I just loved recipe! It was funny.","Alice","2025-02-17 20:33:30","food",0.87,"recipe",34
"I just loved travel! It was amazing.","Charlie","2025-02-17 20:33:35","travel",0.89,"travel",36
"I just shared JavaScript! It was weird.","Alice","2025-02-17 20:33:40","tech",0.49,"JavaScript",39
"I just saw game! It was exciting.","Charlie","2025-02-17 20:33:45","gaming",0.43,"game",33
"I just saw JavaScript! It was amazing.","Eve","2025-02-17 20:33:50","tech",0.59,"JavaScript",38
"I just found a trick! It was funny.","Charlie","2025-02-17 20:33:55","other",0.46,"other",35
"I just tried travel! It was exciting.","Alice","2025-02-17 20:34:00","travel",0.17,"travel",37
"I just loved Python! It was boring.","Charlie","2025-02-17 20:34:05","tech",0.1,"Python",35
"I just found travel! It was amazing.","Alice","2025-02-17 20:34:10","travel",0.21,"travel",36
"I just saw a movie! It was boring.","Charlie","2025-02-17 20:34:15","entertainment",0.01,"movie",34
"I just tried a trick! It was weird.","Charlie","2025-02-17 20:34:20","other",0.95,"other",35
"I just found travel! It was funny.","Eve","2025-02-17 20:34:25","travel",0.23,"travel",34
"I just tried game! It was funny.","Bob","2025-02-17 20:34:30","gaming",0.26,"game",32
"I just shared a meme! It was amazing.","Charlie","2025-02-17 20:34:35","humor",0.71,"meme",37
"I just shared a trick! It was boring.","Charlie","2025-02-17 20:34:40","other",0.06,"other",37
"I just tried a meme! It was boring.","Eve","2025-02-17 20:34:45","humor",0.65,"meme",35
"I just loved a trick! It was boring.","Eve","2025-02-17 20:34:50","other",0.33,"other",36
"I just tried Python! It was weird.","Bob","2025-02-17 20:34:55","tech",0.63,"Python",34
"I just found a trick! It was boring.","Eve","2025-02-17 20:35:00","other",0.87,"other",36
"I just saw a meme! It was boring.","Charlie","2025-02-17 20:35:05","humor",0.31,"meme",33
"I just tried a trick! It was amazing.","Charlie","2025-02-17 20:35:10","other",0.97,"other",37
"I just shared recipe! It was weird.","Eve","2025-02-17 20:35:15","food",0.63,"recipe",35
"I just loved a story! It was exciting.","Bob","2025-02-17 20:35:20","other",0.14,"other",38
"I just loved a story! It was exciting.","Bob","2025-02-17 20:35:25","other",0.24,"other",38
"I just shared game! It was exciting.","Eve","2025-02-17 20:35:30","gaming",0.62,"game",36
"I just shared a trick! It was amazing.","Bob","2025-02-17 20:35:35","other",0.09,"other",38
"I just found Python! It was exciting.","Eve","2025-02-17 20:35:40","tech",0.01,"Python",37
"I just saw JavaScript! It was exciting.","Charlie","2025-02-17 20:35:45","tech",0.79,"JavaScript",39
"I just shared an app! It was weird.","Eve","2025-02-17 20:35:50","other",0.12,"other",35
"I just found recipe! It was funny.","Alice","2025-02-17 20:35:55","food",0.78,"recipe",34
"I just shared an app! It was funny.","Eve","2025-02-17 20:36:00","other",0.54,"other",35
"I just loved a story! It was amazing.","Alice","2025-02-17 20:36:06","other",0.58,"other",37
"I just found a meme! It was funny.","Bob","2025-02-17 20:36:11","humor",0.82,"meme",34
"I just shared a story! It was funny.","Charlie","2025-02-17 20:36:16","other",0.4,"other",36
"I just found a story! It was funny.","Charlie","2025-02-17 20:36:21","other",0.61,"other",35
"I just found recipe! It was boring.","Eve","2025-02-17 20:36:26","food",0.37,"recipe",35
"I just shared a meme! It was boring.","Eve","2025-02-17 20:36:31","humor",0.79,"meme",36
"I just saw a meme! It was weird.","Alice","2025-02-17 20:36:36","humor",0.12,"meme",32
"I just saw travel! It was amazing.","Bob","2025-02-17 20:36:41","travel",0.02,"travel",34
"I just loved an app! It was exciting.","Alice","2025-02-17 20:36:46","other",0.67,"other",37
"I just found a trick! It was exciting.","Charlie","2025-02-17 20:36:51","other",0.72,"other",38
"I just saw a trick! It was boring.","Charlie","2025-02-17 20:36:56","other",0.04,"other",34
"I just tried a meme! It was boring.","Bob","2025-02-17 20:37:01","humor",0.16,"meme",35
"I just found an app! It was amazing.","Alice","2025-02-17 20:37:06","other",0.76,"other",36
"I just tried JavaScript! It was weird.","Alice","2025-02-17 20:37:11","tech",0.32,"JavaScript",38
"I just saw recipe! It was weird.","Alice","2025-02-17 21:08:53","food",0.05,"recipe",32
"I just saw travel! It was amazing.","Alice","2025-02-17 21:08:58","travel",0.26,"travel",34
"I just saw a story! It was amazing.","Bob","2025-02-17 21:09:03","other",0.86,"other",35
"I just found a story! It was exciting.","Eve","2025-02-17 21:09:08","other",0.62,"other",38
"I just found travel! It was weird.","Eve","2025-02-17 21:09:13","travel",0.22,"travel",34
"I just found a story! It was boring.","Alice","2025-02-17 21:09:18","other",0.49,"other",36
"I just loved a movie! It was boring.","Alice","2025-02-17 21:09:23","entertainment",0.17,"movie",36
"I just shared Python! It was weird.","Alice","2025-02-17 21:09:28","tech",0.98,"Python",35
"I just loved recipe! It was exciting.","Alice","2025-02-17 21:09:33","food",0.41,"recipe",37
"I just saw a story! It was amazing.","Charlie","2025-02-17 21:09:38","other",0.34,"other",35
"I just saw an app! It was exciting.","Charlie","2025-02-17 21:09:43","other",0.86,"other",35
"I just saw a meme! It was funny.","Eve","2025-02-17 21:09:48","humor",0.32,"meme",32
"I just loved a trick! It was weird.","Bob","2025-02-17 21:09:53","other",0.4,"other",35
"I just found recipe! It was boring.","Charlie","2025-02-17 21:09:58","food",0.1,"recipe",35
"I just shared Python! It was weird.","Bob","2025-02-17 21:10:03","tech",0.06,"Python",35
"I just shared a trick! It was funny.","Charlie","2025-02-17 21:10:08","other",0.25,"other",36
"I just loved Python! It was weird.","Charlie","2025-02-17 21:10:13","tech",0.48,"Python",34
"I just found a story! It was boring.","Bob","2025-02-17 21:10:18","other",0.55,"other",36
"I just tried JavaScript! It was exciting.","Eve","2025-02-17 21:10:23","tech",0.32,"JavaScript",41
"I just tried Python! It was weird.","Charlie","2025-02-17 21:10:28","tech",0.83,"Python",34
"I just found game! It was weird.","Bob","2025-02-17 21:10:33","gaming",0.54,"game",32
"I just shared JavaScript! It was amazing.","Eve","2025-02-17 21:10:38","tech",0.72,"JavaScript",41
"I just found a movie! It was boring.","Charlie","2025-02-17 21:10:43","entertainment",0.3,"movie",36
"I just found JavaScript! It was boring.","Charlie","2025-02-17 21:10:48","tech",0.03,"JavaScript",39
"I just shared Python! It was weird.","Alice","2025-02-17 21:10:53","tech",0.36,"Python",35
"I just found JavaScript! It was funny.","Eve","2025-02-17 21:10:58","tech",0.2,"JavaScript",38
"I just shared a trick! It was weird.","Charlie","2025-02-17 21:11:03","other",0.44,"other",36
"I just loved JavaScript! It was amazing.","Alice","2025-02-17 21:11:08","tech",0.73,"JavaScript",40
"I just loved recipe! It was boring.","Charlie","2025-02-17 21:11:13","food",0.92,"recipe",35
"I just saw travel! It was exciting.","Eve","2025-02-17 21:11:18","travel",0.69,"travel",35
"I just shared an app! It was amazing.","Eve","2025-02-17 21:11:23","other",0.02,"other",37
"I just tried travel! It was weird.","Charlie","2025-02-17 21:11:28","travel",0.97,"travel",34
"I just found a story! It was boring.","Charlie","2025-02-17 21:11:33","other",0.65,"other",36
"I just tried travel! It was funny.","Eve","2025-02-17 21:11:38","travel",0.49,"travel",34
"I just found Python! It was exciting.","Alice","2025-02-17 21:11:43","tech",0.6,"Python",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:11:48","tech",0.05,"Python",36
"I just saw a trick! It was weird.","Alice","2025-02-17 21:11:53","other",0.84,"other",33
"I just shared Python! It was exciting.","Eve","2025-02-17 21:11:58","tech",0.09,"Python",38
"I just found a movie! It was amazing.","Charlie","2025-02-17 21:12:03","entertainment",0.23,"movie",37
"I just saw recipe! It was weird.","Alice","2025-02-17 21:08:53","food",0.05,"recipe",32
"I just saw travel! It was amazing.","Alice","2025-02-17 21:08:58","travel",0.26,"travel",34
"I just saw a story! It was amazing.","Bob","2025-02-17 21:09:03","other",0.86,"other",35
"I just found a story! It was exciting.","Eve","2025-02-17 21:09:08","other",0.62,"other",38
"I just found travel! It was weird.","Eve","2025-02-17 21:09:13","travel",0.22,"travel",34
"I just found a story! It was boring.","Alice","2025-02-17 21:09:18","other",0.49,"other",36
"I just loved a movie! It was boring.","Alice","2025-02-17 21:09:23","entertainment",0.17,"movie",36
"I just shared Python! It was weird.","Alice","2025-02-17 21:09:28","tech",0.98,"Python",35
"I just loved recipe! It was exciting.","Alice","2025-02-17 21:09:33","food",0.41,"recipe",37
"I just saw a story! It was amazing.","Charlie","2025-02-17 21:09:38","other",0.34,"other",35
"I just saw an app! It was exciting.","Charlie","2025-02-17 21:09:43","other",0.86,"other",35
"I just saw a meme! It was funny.","Eve","2025-02-17 21:09:48","humor",0.32,"meme",32
"I just loved a trick! It was weird.","Bob","2025-02-17 21:09:53","other",0.4,"other",35
"I just found recipe! It was boring.","Charlie","2025-02-17 21:09:58","food",0.1,"recipe",35
"I just shared Python! It was weird.","Bob","2025-02-17 21:10:03","tech",0.06,"Python",35
"I just shared a trick! It was funny.","Charlie","2025-02-17 21:10:08","other",0.25,"other",36
"I just loved Python! It was weird.","Charlie","2025-02-17 21:10:13","tech",0.48,"Python",34
"I just found a story! It was boring.","Bob","2025-02-17 21:10:18","other",0.55,"other",36
"I just tried JavaScript! It was exciting.","Eve","2025-02-17 21:10:23","tech",0.32,"JavaScript",41
"I just tried Python! It was weird.","Charlie","2025-02-17 21:10:28","tech",0.83,"Python",34
"I just found game! It was weird.","Bob","2025-02-17 21:10:33","gaming",0.54,"game",32
"I just shared JavaScript! It was amazing.","Eve","2025-02-17 21:10:38","tech",0.72,"JavaScript",41
"I just found a movie! It was boring.","Charlie","2025-02-17 21:10:43","entertainment",0.3,"movie",36
"I just found JavaScript! It was boring.","Charlie","2025-02-17 21:10:48","tech",0.03,"JavaScript",39
"I just shared Python! It was weird.","Alice","2025-02-17 21:10:53","tech",0.36,"Python",35
"I just found JavaScript! It was funny.","Eve","2025-02-17 21:10:58","tech",0.2,"JavaScript",38
"I just shared a trick! It was weird.","Charlie","2025-02-17 21:11:03","other",0.44,"other",36
"I just loved JavaScript! It was amazing.","Alice","2025-02-17 21:11:08","tech",0.73,"JavaScript",40
"I just loved recipe! It was boring.","Charlie","2025-02-17 21:11:13","food",0.92,"recipe",35
"I just saw travel! It was exciting.","Eve","2025-02-17 21:11:18","travel",0.69,"travel",35
"I just shared an app! It was amazing.","Eve","2025-02-17 21:11:23","other",0.02,"other",37
"I just tried travel! It was weird.","Charlie","2025-02-17 21:11:28","travel",0.97,"travel",34
"I just found a story! It was boring.","Charlie","2025-02-17 21:11:33","other",0.65,"other",36
"I just tried travel! It was funny.","Eve","2025-02-17 21:11:38","travel",0.49,"travel",34
"I just found Python! It was exciting.","Alice","2025-02-17 21:11:43","tech",0.6,"Python",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:11:48","tech",0.05,"Python",36
"I just saw a trick! It was weird.","Alice","2025-02-17 21:11:53","other",0.84,"other",33
"I just shared Python! It was exciting.","Eve","2025-02-17 21:11:58","tech",0.09,"Python",38
"I just found a movie! It was amazing.","Charlie","2025-02-17 21:12:03","entertainment",0.23,"movie",37
"I just shared a meme! It was exciting.","Charlie","2025-02-17 21:12:08","humor",0.34,"meme",38
"I just found a meme! It was boring.","Charlie","2025-02-17 21:12:13","humor",0.83,"meme",35
"I just found recipe! It was funny.","Alice","2025-02-17 21:12:18","food",0.81,"recipe",34
"I just loved an app! It was exciting.","Bob","2025-02-17 21:12:23","other",0.07,"other",37
"I just found a story! It was funny.","Eve","2025-02-17 21:12:28","other",0.17,"other",35
"I just loved recipe! It was funny.","Eve","2025-02-17 21:12:33","food",0.46,"recipe",34
"I just shared travel! It was exciting.","Alice","2025-02-17 21:12:38","travel",0.02,"travel",38
"I just tried an app! It was exciting.","Eve","2025-02-17 21:12:43","other",0.97,"other",37
"I just found a story! It was amazing.","Alice","2025-02-17 21:12:48","other",0.81,"other",37
"I just saw recipe! It was boring.","Eve","2025-02-17 21:12:53","food",0.36,"recipe",33
"I just tried a movie! It was amazing.","Charlie","2025-02-17 21:12:58","entertainment",0.3,"movie",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:13:03","tech",0.59,"Python",36
"I just loved a story! It was amazing.","Eve","2025-02-17 21:13:08","other",0.77,"other",37
"I just shared an app! It was boring.","Alice","2025-02-17 21:13:13","other",0.42,"other",36
"I just found Python! It was boring.","Charlie","2025-02-17 21:13:18","tech",0.94,"Python",35
"I just saw recipe! It was exciting.","Bob","2025-02-17 21:13:23","food",0.17,"recipe",35
"I just tried a trick! It was funny.","Alice","2025-02-17 21:13:28","other",0.31,"other",35
"I just saw recipe! It was weird.","Alice","2025-02-17 21:08:53","food",0.05,"recipe",32
"I just saw travel! It was amazing.","Alice","2025-02-17 21:08:58","travel",0.26,"travel",34
"I just saw a story! It was amazing.","Bob","2025-02-17 21:09:03","other",0.86,"other",35
"I just found a story! It was exciting.","Eve","2025-02-17 21:09:08","other",0.62,"other",38
"I just found travel! It was weird.","Eve","2025-02-17 21:09:13","travel",0.22,"travel",34
"I just found a story! It was boring.","Alice","2025-02-17 21:09:18","other",0.49,"other",36
"I just loved a movie! It was boring.","Alice","2025-02-17 21:09:23","entertainment",0.17,"movie",36
